Shape,Flour Type,Weight,Function Type,Ingredients,Icing Type,Filling,Dietary Preference,Color Theme,Toppings,Cake Layers,Texture,Sweetness Level,Decorations,Serving Size,Price Range,Allergens,Shelf Life
Heart,Almond,1kg,Engagement,"Fruits, Ganache",Whipped Cream,Vanilla Custard,Eggless,Gold,"Marshmallows, Chocolate Chips, Caramel Drizzle",Double,Dense,Extra Sweet,"Piping Art, Gold Leaf",Party Size,Premium,"Soy, Gluten",1 Day
Hexagon,Red Velvet,0.5kg,Wedding,"Cream Cheese, Ganache, Caramel, Buttercream",Buttercream,Caramel,Regular,Monochrome,"Edible Flowers, Caramel Drizzle",Single,Dense,High,"Edible Glitter, Chocolate Shavings, Piping Art",Medium,Standard,Nuts,3 Days
Heart,Red Velvet,1.5kg,Graduation,"Ganache, Fondant, Chocolate, Fruits, Buttercream",Cream Cheese Frosting,Strawberry Jam,Keto-Friendly,Silver,"Chocolate Chips, Sprinkles, Caramel Drizzle",Multi-Tier,Dense,Low,"Chocolate Shavings, Gold Leaf, Candied Fruits",Large,Luxury,"None, Dairy",1 Day
Rectangle,Pistachio,3kg,Engagement,"Mousse, Ganache",Ganache,Raspberry Mousse,Low-Carb,Rainbow,"Edible Flowers, Nuts",Double,Soft,Medium,Candied Fruits,Large,Premium,"Dairy, Nuts",1 Week
Rectangle,Gluten-Free,1kg,Birthday,"Fondant, Cream Cheese, Mousse",Whipped Cream,Chocolate,Eggless,Gold,"Sprinkles, Fruits",Single,Dense,High,"Gold Leaf, Piping Art, Chocolate Shavings",Small,Luxury,Soy,3 Days
Rectangle,Marble,2kg,Anniversary,"Nuts, Mousse, Fondant, Fruits",Whipped Cream,Raspberry Mousse,Sugar-Free,Silver,Caramel Drizzle,Double,Fluffy,Medium,"Candied Fruits, Piping Art",Party Size,Luxury,"None, Soy",1 Week
Heart,Marble,5kg,Wedding,"Nuts, Caramel, Chocolate, Fruits, Buttercream",Fondant,Fruit Compote,Regular,Silver,"Edible Flowers, Fruits",Multi-Tier,Crispy,Medium,Piping Art,Large,Budget,Dairy,1 Week
Oval,Gluten-Free,3kg,Wedding,"Ganache, Mousse",Cream Cheese Frosting,Nutella,Regular,Monochrome,"Chocolate Chips, Fruits",Multi-Tier,Fluffy,Medium,"Chocolate Shavings, Gold Leaf",Medium,Luxury,Nuts,1 Day
Dome,Vanilla,5kg,Wedding,"Nuts, Ganache, Cream Cheese, Mousse",Fondant,Nutella,Sugar-Free,Pastel,"Fruits, Sprinkles, Caramel Drizzle",Double,Dense,Low,"Edible Glitter, Chocolate Shavings",Small,Premium,"Soy, Dairy",Custom
Dome,Pistachio,0.5kg,Anniversary,"Caramel, Buttercream",Fondant,Raspberry Mousse,Keto-Friendly,Silver,"Nuts, Sprinkles",Single,Dense,Medium,Candied Fruits,Party Size,Standard,Soy,Custom
Hexagon,Red Velvet,2.5kg,Festival,"Fruits, Buttercream, Nuts",Whipped Cream,Fruit Compote,Vegan,Rainbow,Sprinkles,Single,Crispy,Extra Sweet,Edible Glitter,Small,Premium,Soy,1 Day
Heart,Gluten-Free,2.5kg,Corporate,"Fondant, Mousse",Cream Cheese Frosting,Vanilla Custard,Eggless,Bright,"Nuts, Caramel Drizzle",Multi-Tier,Dense,Low,"Edible Glitter, Candied Fruits",Small,Budget,Dairy,1 Day
Star,Pistachio,2.5kg,Graduation,"Buttercream, Chocolate, Ganache, Fruits",Royal Icing,Chocolate,Low-Carb,Rainbow,Edible Flowers,Multi-Tier,Soft,Low,"Gold Leaf, Edible Glitter",Medium,Premium,"Soy, Nuts",1 Day
Hexagon,Gluten-Free,1kg,Baby Shower,"Cream Cheese, Caramel",Royal Icing,Vanilla Custard,Low-Carb,Monochrome,Chocolate Chips,Multi-Tier,Soft,Low,Fondant Figures,Large,Luxury,Soy,1 Week
Heart,Marble,2kg,Festival,"Chocolate, Fondant",Fondant,Nutella,Sugar-Free,Monochrome,"Caramel Drizzle, Chocolate Chips",Single,Dense,High,"Piping Art, Fondant Figures",Small,Standard,"None, Soy",3 Days
Tiered,Pistachio,4kg,Corporate,"Mousse, Chocolate, Nuts, Ganache, Fondant",Ganache,Vanilla Custard,Regular,Gold,"Chocolate Chips, Marshmallows, Fruits",Double,Soft,High,"Gold Leaf, Edible Glitter",Small,Premium,"None, Soy",1 Week
Heart,Vanilla,2kg,Anniversary,"Buttercream, Fondant, Chocolate, Ganache",Royal Icing,Vanilla Custard,Vegan,Dark,"Fruits, Sprinkles",Double,Crispy,Extra Sweet,"Piping Art, Chocolate Shavings",Large,Budget,Nuts,3 Days
Round,Almond,1.5kg,Engagement,"Fruits, Ganache, Mousse, Nuts, Buttercream",Ganache,Chocolate,Low-Carb,Silver,"Edible Flowers, Nuts",Double,Crispy,Extra Sweet,"Candied Fruits, Fondant Figures, Piping Art",Medium,Luxury,None,Custom
Oval,Carrot,1kg,Festival,"Caramel, Cream Cheese",Cream Cheese Frosting,Strawberry Jam,Keto-Friendly,Gold,"Edible Flowers, Chocolate Chips",Multi-Tier,Soft,Medium,"Candied Fruits, Piping Art",Small,Premium,"Gluten, Soy",1 Day
Square,Carrot,4kg,Baby Shower,"Fondant, Mousse, Ganache, Buttercream, Fruits",Ganache,Strawberry Jam,Vegan,Monochrome,Marshmallows,Double,Dense,Low,"Piping Art, Gold Leaf, Fondant Figures",Large,Budget,"Nuts, Gluten",1 Day
Round,Vanilla,2.5kg,Wedding,"Fruits, Caramel, Nuts, Mousse",Fondant,Nutella,Low-Carb,Pastel,"Marshmallows, Sprinkles",Double,Soft,High,Piping Art,Party Size,Premium,Dairy,1 Week
Round,Vanilla,2.5kg,Baby Shower,"Chocolate, Buttercream, Mousse, Fruits",Fondant,Raspberry Mousse,Eggless,Monochrome,"Caramel Drizzle, Chocolate Chips, Nuts",Single,Fluffy,Medium,"Edible Glitter, Fondant Figures",Medium,Budget,"Soy, Dairy",Custom
Oval,Carrot,2.5kg,Engagement,"Mousse, Caramel, Nuts, Fondant, Buttercream",Ganache,Raspberry Mousse,Regular,Dark,"Marshmallows, Caramel Drizzle",Single,Moist,Medium,"Piping Art, Edible Glitter, Chocolate Shavings",Medium,Standard,Gluten,1 Week
Tiered,Almond,4kg,Wedding,"Buttercream, Ganache, Nuts",Whipped Cream,Chocolate,Regular,Gold,"Edible Flowers, Caramel Drizzle",Multi-Tier,Moist,Low,"Fondant Figures, Candied Fruits",Party Size,Budget,Nuts,1 Week
Star,Marble,Custom,Baby Shower,"Nuts, Chocolate",Cream Cheese Frosting,Raspberry Mousse,Sugar-Free,Rainbow,"Caramel Drizzle, Fruits, Nuts",Multi-Tier,Crispy,High,"Fondant Figures, Edible Glitter",Large,Luxury,"Nuts, Soy",Custom
Square,Coconut,5kg,Wedding,"Cream Cheese, Fondant, Fruits, Chocolate",Royal Icing,Fruit Compote,Keto-Friendly,Pastel,"Edible Flowers, Marshmallows, Fruits",Multi-Tier,Fluffy,Extra Sweet,"Gold Leaf, Chocolate Shavings, Candied Fruits",Party Size,Premium,"None, Soy",Custom
Tiered,Gluten-Free,2kg,Engagement,"Ganache, Nuts, Buttercream, Mousse, Fruits",Buttercream,Fruit Compote,Regular,Pastel,Edible Flowers,Double,Fluffy,Low,"Candied Fruits, Piping Art",Small,Standard,"Soy, Dairy",Custom
Dome,Coconut,3kg,Birthday,"Chocolate, Caramel, Ganache, Fondant",Whipped Cream,Chocolate,Eggless,Bright,"Marshmallows, Sprinkles",Double,Moist,High,Chocolate Shavings,Party Size,Luxury,"Dairy, Gluten",1 Day
Round,Gluten-Free,3kg,Festival,"Nuts, Mousse, Cream Cheese, Caramel, Buttercream",Ganache,Vanilla Custard,Low-Carb,Dark,"Caramel Drizzle, Chocolate Chips, Sprinkles",Double,Fluffy,High,"Gold Leaf, Edible Glitter, Piping Art",Medium,Luxury,"Soy, Nuts",1 Week
Dome,Coconut,3kg,Birthday,"Fruits, Chocolate, Cream Cheese, Ganache",Ganache,Vanilla Custard,Low-Carb,Pastel,Fruits,Double,Crispy,Medium,"Chocolate Shavings, Piping Art",Small,Budget,"Soy, None",3 Days
Heart,Coconut,Custom,Wedding,"Fruits, Caramel",Fondant,Vanilla Custard,Sugar-Free,Gold,Chocolate Chips,Single,Soft,High,"Candied Fruits, Fondant Figures",Small,Budget,"Soy, Gluten",1 Day
Star,Coconut,4kg,Festival,"Caramel, Chocolate, Fondant",Whipped Cream,Strawberry Jam,Sugar-Free,Pastel,Marshmallows,Double,Moist,Extra Sweet,Candied Fruits,Small,Budget,Soy,Custom
Rectangle,Carrot,1.5kg,Festival,"Nuts, Cream Cheese, Chocolate",Ganache,Chocolate,Keto-Friendly,Dark,"Sprinkles, Fruits, Nuts",Double,Crispy,Medium,"Edible Glitter, Fondant Figures",Party Size,Standard,None,1 Day
Hexagon,Coconut,Custom,Wedding,"Chocolate, Mousse, Nuts, Buttercream, Fondant",Fondant,Raspberry Mousse,Gluten-Free,Pastel,Fruits,Multi-Tier,Moist,Extra Sweet,"Candied Fruits, Edible Glitter, Chocolate Shavings",Medium,Budget,"Nuts, Soy",Custom
Star,Marble,1kg,Anniversary,"Chocolate, Mousse, Ganache",Whipped Cream,Raspberry Mousse,Vegan,Monochrome,"Caramel Drizzle, Chocolate Chips",Multi-Tier,Crispy,Medium,"Gold Leaf, Piping Art",Party Size,Budget,Dairy,1 Week
Heart,Marble,0.5kg,Engagement,"Buttercream, Cream Cheese, Caramel, Nuts, Mousse",Ganache,Caramel,Eggless,Dark,"Caramel Drizzle, Edible Flowers",Single,Dense,Low,"Piping Art, Edible Glitter",Small,Premium,Nuts,1 Day
Tiered,Red Velvet,4kg,Graduation,"Mousse, Cream Cheese, Fondant",Royal Icing,Fruit Compote,Low-Carb,Monochrome,"Sprinkles, Marshmallows, Nuts",Multi-Tier,Moist,Low,"Chocolate Shavings, Gold Leaf",Medium,Standard,"Nuts, Dairy",Custom
Heart,Marble,3kg,Engagement,"Chocolate, Buttercream, Fruits",Whipped Cream,Nutella,Vegan,Pastel,"Nuts, Chocolate Chips",Double,Crispy,Medium,"Chocolate Shavings, Candied Fruits, Fondant Figures",Medium,Premium,Dairy,3 Days
Star,Marble,1kg,Corporate,"Chocolate, Fondant, Fruits",Fondant,Caramel,Sugar-Free,Dark,"Nuts, Chocolate Chips",Single,Crispy,Low,"Gold Leaf, Edible Glitter, Piping Art",Party Size,Premium,Dairy,1 Week
Dome,Marble,2.5kg,Engagement,"Fruits, Cream Cheese, Ganache",Royal Icing,Vanilla Custard,Vegan,Rainbow,"Nuts, Edible Flowers, Chocolate Chips",Multi-Tier,Fluffy,High,Chocolate Shavings,Medium,Premium,Soy,3 Days
Oval,Marble,5kg,Corporate,"Cream Cheese, Mousse, Caramel, Nuts, Buttercream",Ganache,Raspberry Mousse,Regular,Rainbow,"Chocolate Chips, Sprinkles",Single,Dense,Medium,"Fondant Figures, Piping Art, Gold Leaf",Medium,Luxury,Gluten,Custom
Oval,Almond,Custom,Wedding,"Fruits, Chocolate",Buttercream,Chocolate,Vegan,Bright,"Chocolate Chips, Nuts",Single,Dense,High,Candied Fruits,Small,Budget,Nuts,3 Days
Rectangle,Pistachio,2kg,Wedding,"Chocolate, Buttercream, Fondant, Nuts",Ganache,Chocolate,Keto-Friendly,Rainbow,"Nuts, Caramel Drizzle, Marshmallows",Double,Fluffy,High,Gold Leaf,Medium,Budget,Soy,3 Days
Oval,Red Velvet,1.5kg,Graduation,"Fruits, Chocolate",Buttercream,Chocolate,Keto-Friendly,Gold,"Edible Flowers, Fruits",Single,Soft,High,"Candied Fruits, Chocolate Shavings",Party Size,Premium,"Nuts, Gluten",1 Day
Dome,Vanilla,4kg,Baby Shower,"Nuts, Caramel, Ganache, Mousse",Ganache,Caramel,Low-Carb,Bright,"Sprinkles, Marshmallows",Double,Fluffy,High,"Piping Art, Edible Glitter, Candied Fruits",Party Size,Standard,"Gluten, None",1 Day
Tiered,Marble,5kg,Festival,"Chocolate, Ganache",Royal Icing,Strawberry Jam,Sugar-Free,Gold,"Fruits, Sprinkles, Marshmallows",Multi-Tier,Dense,Low,"Chocolate Shavings, Fondant Figures, Edible Glitter",Medium,Luxury,"Gluten, Soy",1 Week
Dome,Carrot,1.5kg,Festival,"Cream Cheese, Mousse, Buttercream, Fruits, Fondant",Whipped Cream,Strawberry Jam,Eggless,Gold,"Nuts, Edible Flowers, Chocolate Chips",Single,Fluffy,Medium,"Candied Fruits, Chocolate Shavings, Fondant Figures",Party Size,Luxury,Gluten,3 Days
Rectangle,Gluten-Free,0.5kg,Festival,"Chocolate, Cream Cheese",Ganache,Vanilla Custard,Regular,Gold,"Edible Flowers, Nuts, Sprinkles",Single,Moist,High,"Candied Fruits, Piping Art, Gold Leaf",Small,Budget,Dairy,1 Week
Star,Red Velvet,1kg,Festival,"Caramel, Fondant, Mousse, Nuts, Ganache",Buttercream,Caramel,Low-Carb,Bright,"Nuts, Chocolate Chips",Single,Fluffy,Medium,"Chocolate Shavings, Candied Fruits, Gold Leaf",Small,Luxury,"Dairy, Nuts",3 Days
Round,Marble,1.5kg,Birthday,"Cream Cheese, Fondant, Fruits, Caramel",Royal Icing,Caramel,Gluten-Free,Bright,"Fruits, Nuts, Edible Flowers",Single,Dense,High,"Edible Glitter, Piping Art, Gold Leaf",Medium,Premium,"Dairy, None",Custom
Hexagon,Pistachio,0.5kg,Corporate,"Fondant, Nuts",Ganache,Raspberry Mousse,Sugar-Free,Pastel,"Edible Flowers, Chocolate Chips, Marshmallows",Single,Crispy,Low,Fondant Figures,Small,Standard,Dairy,1 Week
Round,Marble,4kg,Festival,"Buttercream, Chocolate, Nuts",Buttercream,Vanilla Custard,Sugar-Free,Rainbow,Edible Flowers,Single,Soft,Extra Sweet,"Piping Art, Gold Leaf",Large,Luxury,Gluten,1 Day
Oval,Vanilla,1.5kg,Wedding,"Chocolate, Caramel, Cream Cheese, Mousse",Fondant,Fruit Compote,Low-Carb,Rainbow,"Nuts, Edible Flowers, Fruits",Single,Soft,Medium,"Edible Glitter, Gold Leaf, Piping Art",Small,Luxury,Soy,1 Day
Hexagon,Red Velvet,0.5kg,Festival,"Caramel, Nuts, Fruits, Buttercream, Fondant",Ganache,Caramel,Keto-Friendly,Monochrome,Fruits,Multi-Tier,Soft,Medium,Fondant Figures,Medium,Premium,Dairy,1 Week
Star,Almond,3kg,Graduation,"Chocolate, Ganache",Ganache,Nutella,Sugar-Free,Pastel,Fruits,Multi-Tier,Moist,High,"Chocolate Shavings, Fondant Figures, Piping Art",Party Size,Premium,"Nuts, Soy",1 Week
Tiered,Vanilla,2.5kg,Anniversary,"Ganache, Chocolate",Fondant,Vanilla Custard,Sugar-Free,Bright,Edible Flowers,Double,Soft,Low,"Chocolate Shavings, Edible Glitter, Gold Leaf",Small,Luxury,None,1 Week
Square,Carrot,2kg,Engagement,"Nuts, Fondant",Fondant,Chocolate,Vegan,Silver,"Chocolate Chips, Nuts",Multi-Tier,Fluffy,High,Chocolate Shavings,Medium,Budget,"Soy, Gluten",1 Week
Hexagon,Coconut,1.5kg,Engagement,"Nuts, Caramel, Buttercream",Ganache,Chocolate,Regular,Monochrome,"Nuts, Sprinkles, Caramel Drizzle",Single,Dense,Low,Candied Fruits,Small,Standard,None,1 Week
Tiered,Chocolate,0.5kg,Wedding,"Nuts, Fruits",Ganache,Chocolate,Keto-Friendly,Silver,"Nuts, Edible Flowers",Double,Crispy,Medium,Gold Leaf,Medium,Budget,Nuts,3 Days
Round,Red Velvet,3kg,Engagement,"Caramel, Fruits, Buttercream, Mousse",Fondant,Vanilla Custard,Vegan,Gold,"Caramel Drizzle, Marshmallows",Single,Moist,Medium,Edible Glitter,Party Size,Budget,Nuts,3 Days
Hexagon,Pistachio,1.5kg,Anniversary,"Fruits, Caramel, Buttercream, Nuts",Buttercream,Fruit Compote,Vegan,Dark,"Nuts, Marshmallows, Fruits",Double,Dense,Extra Sweet,Edible Glitter,Large,Luxury,Dairy,1 Day
Heart,Carrot,2.5kg,Graduation,"Caramel, Chocolate, Mousse",Cream Cheese Frosting,Fruit Compote,Low-Carb,Gold,"Fruits, Chocolate Chips, Sprinkles",Double,Crispy,Low,"Edible Glitter, Candied Fruits, Gold Leaf",Medium,Standard,None,Custom
Star,Pistachio,3kg,Birthday,"Mousse, Nuts, Fondant, Ganache, Chocolate",Cream Cheese Frosting,Chocolate,Regular,Pastel,"Fruits, Edible Flowers, Chocolate Chips",Double,Moist,Medium,"Chocolate Shavings, Edible Glitter, Gold Leaf",Large,Budget,Gluten,3 Days
Rectangle,Pistachio,2kg,Birthday,"Buttercream, Ganache",Fondant,Nutella,Sugar-Free,Pastel,"Nuts, Fruits",Double,Crispy,Medium,Piping Art,Large,Luxury,Dairy,1 Week
Hexagon,Chocolate,5kg,Baby Shower,"Buttercream, Fruits, Nuts, Mousse, Ganache",Ganache,Vanilla Custard,Gluten-Free,Rainbow,"Sprinkles, Nuts",Single,Crispy,High,"Piping Art, Chocolate Shavings, Edible Glitter",Large,Luxury,"Soy, Gluten",3 Days
Hexagon,Pistachio,0.5kg,Birthday,"Nuts, Chocolate, Caramel, Buttercream, Fruits",Ganache,Vanilla Custard,Keto-Friendly,Monochrome,Sprinkles,Multi-Tier,Soft,Medium,Candied Fruits,Small,Premium,"Nuts, Soy",1 Day
Round,Red Velvet,2kg,Anniversary,"Buttercream, Ganache, Cream Cheese, Fruits",Cream Cheese Frosting,Chocolate,Gluten-Free,Silver,"Marshmallows, Caramel Drizzle, Chocolate Chips",Single,Fluffy,High,"Edible Glitter, Candied Fruits",Large,Premium,Gluten,1 Day
Dome,Almond,3kg,Birthday,"Fondant, Caramel, Chocolate, Mousse",Cream Cheese Frosting,Nutella,Keto-Friendly,Rainbow,"Sprinkles, Caramel Drizzle, Nuts",Multi-Tier,Dense,High,Fondant Figures,Small,Standard,"Dairy, None",1 Day
Square,Red Velvet,2.5kg,Baby Shower,"Fondant, Fruits, Chocolate",Buttercream,Raspberry Mousse,Vegan,Dark,"Sprinkles, Fruits",Double,Soft,Low,"Piping Art, Gold Leaf, Edible Glitter",Party Size,Budget,"None, Soy",1 Week
Dome,Vanilla,3kg,Anniversary,"Mousse, Buttercream",Cream Cheese Frosting,Fruit Compote,Low-Carb,Pastel,"Nuts, Marshmallows",Double,Soft,Medium,Chocolate Shavings,Large,Standard,"None, Soy",1 Week
Dome,Gluten-Free,3kg,Wedding,"Fondant, Fruits, Chocolate, Cream Cheese",Royal Icing,Vanilla Custard,Keto-Friendly,Rainbow,"Sprinkles, Chocolate Chips, Caramel Drizzle",Double,Fluffy,High,Chocolate Shavings,Small,Premium,"Soy, None",3 Days
Rectangle,Marble,Custom,Wedding,"Mousse, Fruits",Buttercream,Nutella,Keto-Friendly,Pastel,Marshmallows,Single,Moist,Medium,Candied Fruits,Party Size,Standard,"Nuts, None",1 Day
Dome,Almond,3kg,Birthday,"Ganache, Mousse",Fondant,Caramel,Low-Carb,Silver,"Edible Flowers, Chocolate Chips, Nuts",Multi-Tier,Fluffy,Low,"Candied Fruits, Fondant Figures",Medium,Standard,Gluten,1 Day
Star,Marble,2.5kg,Anniversary,"Chocolate, Fondant",Cream Cheese Frosting,Caramel,Eggless,Bright,"Fruits, Marshmallows, Nuts",Multi-Tier,Moist,Extra Sweet,Edible Glitter,Small,Premium,Gluten,3 Days
Tiered,Pistachio,0.5kg,Engagement,"Caramel, Cream Cheese, Fondant",Whipped Cream,Fruit Compote,Vegan,Rainbow,Marshmallows,Multi-Tier,Moist,High,"Edible Glitter, Candied Fruits",Large,Standard,"Dairy, None",3 Days
Oval,Pistachio,2.5kg,Corporate,"Buttercream, Mousse, Cream Cheese, Ganache, Fondant",Royal Icing,Caramel,Eggless,Rainbow,Chocolate Chips,Double,Moist,Low,"Candied Fruits, Edible Glitter",Party Size,Standard,Soy,3 Days
Heart,Red Velvet,2kg,Engagement,"Cream Cheese, Chocolate, Nuts",Fondant,Raspberry Mousse,Low-Carb,Silver,"Chocolate Chips, Nuts",Multi-Tier,Soft,Extra Sweet,"Edible Glitter, Fondant Figures",Large,Luxury,"Nuts, Dairy",1 Week
Oval,Vanilla,1kg,Birthday,"Ganache, Fruits, Chocolate, Buttercream",Buttercream,Vanilla Custard,Regular,Gold,"Chocolate Chips, Nuts",Single,Dense,Low,"Edible Glitter, Candied Fruits, Fondant Figures",Party Size,Premium,None,3 Days
Tiered,Red Velvet,5kg,Birthday,"Chocolate, Caramel, Mousse",Cream Cheese Frosting,Chocolate,Sugar-Free,Silver,"Nuts, Edible Flowers, Chocolate Chips",Multi-Tier,Soft,Medium,"Candied Fruits, Chocolate Shavings, Fondant Figures",Large,Standard,"Gluten, Soy",3 Days
Star,Chocolate,5kg,Wedding,"Caramel, Buttercream, Fondant, Chocolate",Fondant,Nutella,Eggless,Pastel,"Caramel Drizzle, Nuts, Chocolate Chips",Multi-Tier,Dense,Extra Sweet,Chocolate Shavings,Medium,Standard,"Soy, Gluten",1 Week
Oval,Gluten-Free,2kg,Festival,"Mousse, Fondant, Fruits",Ganache,Strawberry Jam,Gluten-Free,Pastel,Edible Flowers,Double,Dense,Medium,Chocolate Shavings,Medium,Luxury,"Gluten, Soy",Custom
Rectangle,Red Velvet,2.5kg,Anniversary,"Ganache, Nuts, Fondant, Chocolate, Caramel",Whipped Cream,Strawberry Jam,Sugar-Free,Bright,"Fruits, Sprinkles",Double,Soft,Medium,"Edible Glitter, Chocolate Shavings, Candied Fruits",Large,Premium,Dairy,1 Week
Tiered,Gluten-Free,5kg,Engagement,"Ganache, Fondant, Chocolate",Buttercream,Chocolate,Sugar-Free,Rainbow,Caramel Drizzle,Single,Dense,Extra Sweet,"Candied Fruits, Gold Leaf, Piping Art",Small,Luxury,"Soy, Gluten",1 Week
Round,Almond,Custom,Graduation,"Fruits, Fondant",Buttercream,Strawberry Jam,Gluten-Free,Monochrome,"Marshmallows, Caramel Drizzle, Nuts",Double,Dense,Medium,"Fondant Figures, Piping Art, Chocolate Shavings",Small,Budget,"Nuts, Dairy",1 Week
Round,Chocolate,Custom,Birthday,"Chocolate, Ganache",Fondant,Fruit Compote,Regular,Pastel,"Fruits, Sprinkles, Nuts",Multi-Tier,Dense,Extra Sweet,"Piping Art, Candied Fruits, Edible Glitter",Medium,Luxury,"None, Soy",3 Days
Round,Pistachio,1kg,Birthday,"Cream Cheese, Mousse",Buttercream,Vanilla Custard,Gluten-Free,Pastel,Sprinkles,Multi-Tier,Soft,High,"Candied Fruits, Piping Art",Small,Luxury,None,3 Days
Heart,Carrot,1kg,Anniversary,"Fruits, Caramel",Fondant,Strawberry Jam,Regular,Gold,"Caramel Drizzle, Chocolate Chips, Fruits",Multi-Tier,Soft,Low,"Candied Fruits, Piping Art, Fondant Figures",Medium,Budget,"Nuts, Soy",Custom
Hexagon,Coconut,4kg,Festival,"Mousse, Ganache, Caramel",Buttercream,Nutella,Gluten-Free,Gold,Fruits,Double,Dense,High,"Piping Art, Edible Glitter, Fondant Figures",Small,Luxury,"Gluten, Soy",3 Days
Hexagon,Pistachio,5kg,Birthday,"Ganache, Nuts, Caramel, Fruits",Royal Icing,Nutella,Regular,Monochrome,Sprinkles,Single,Dense,High,"Candied Fruits, Fondant Figures",Party Size,Premium,Gluten,1 Day
Heart,Coconut,Custom,Corporate,"Fruits, Chocolate, Ganache, Fondant, Buttercream",Royal Icing,Nutella,Eggless,Bright,Chocolate Chips,Single,Soft,High,"Fondant Figures, Candied Fruits",Small,Budget,Nuts,3 Days
Rectangle,Vanilla,1kg,Corporate,"Cream Cheese, Chocolate, Ganache",Buttercream,Strawberry Jam,Regular,Dark,"Nuts, Sprinkles",Multi-Tier,Crispy,Low,Edible Glitter,Large,Standard,"None, Gluten",1 Week
Tiered,Gluten-Free,5kg,Corporate,"Fruits, Ganache, Chocolate",Cream Cheese Frosting,Vanilla Custard,Gluten-Free,Pastel,Sprinkles,Multi-Tier,Fluffy,High,"Candied Fruits, Chocolate Shavings, Gold Leaf",Medium,Luxury,None,Custom
Square,Coconut,5kg,Graduation,"Chocolate, Ganache, Mousse",Royal Icing,Chocolate,Vegan,Pastel,Chocolate Chips,Double,Fluffy,High,"Candied Fruits, Piping Art",Medium,Budget,Nuts,1 Week
Dome,Carrot,1.5kg,Anniversary,"Buttercream, Nuts, Fruits, Chocolate",Ganache,Caramel,Eggless,Gold,"Fruits, Chocolate Chips, Marshmallows",Multi-Tier,Fluffy,Extra Sweet,Piping Art,Medium,Luxury,"Gluten, Nuts",Custom
Oval,Chocolate,Custom,Corporate,"Chocolate, Fruits",Cream Cheese Frosting,Chocolate,Low-Carb,Gold,"Edible Flowers, Marshmallows",Single,Moist,Medium,"Edible Glitter, Chocolate Shavings, Piping Art",Medium,Luxury,Soy,1 Week
Hexagon,Almond,2.5kg,Wedding,"Ganache, Chocolate, Caramel, Fondant, Cream Cheese",Fondant,Fruit Compote,Eggless,Pastel,"Nuts, Marshmallows, Edible Flowers",Double,Soft,Extra Sweet,Candied Fruits,Large,Premium,"Soy, Nuts",3 Days
Hexagon,Pistachio,1kg,Wedding,"Mousse, Chocolate, Fruits, Fondant, Caramel",Royal Icing,Chocolate,Sugar-Free,Monochrome,Marshmallows,Multi-Tier,Moist,Medium,"Chocolate Shavings, Candied Fruits, Piping Art",Large,Luxury,"None, Dairy",3 Days
Square,Red Velvet,2.5kg,Anniversary,"Buttercream, Ganache",Whipped Cream,Vanilla Custard,Regular,Rainbow,"Nuts, Edible Flowers",Single,Fluffy,Extra Sweet,"Candied Fruits, Fondant Figures, Piping Art",Small,Budget,Nuts,3 Days
Square,Almond,4kg,Graduation,"Mousse, Fruits, Nuts, Caramel",Royal Icing,Raspberry Mousse,Eggless,Monochrome,Chocolate Chips,Multi-Tier,Crispy,Extra Sweet,"Edible Glitter, Piping Art",Party Size,Budget,"Dairy, Nuts",1 Week
Tiered,Pistachio,2.5kg,Baby Shower,"Fruits, Fondant, Cream Cheese, Nuts",Cream Cheese Frosting,Strawberry Jam,Eggless,Rainbow,Fruits,Single,Moist,High,Candied Fruits,Medium,Luxury,"Soy, Gluten",Custom
Hexagon,Chocolate,1kg,Festival,"Fondant, Nuts, Buttercream, Caramel",Fondant,Fruit Compote,Eggless,Pastel,"Chocolate Chips, Fruits",Double,Moist,Extra Sweet,"Fondant Figures, Chocolate Shavings, Piping Art",Party Size,Premium,"Soy, Dairy",Custom
Round,Almond,1kg,Birthday,"Fruits, Mousse, Chocolate, Cream Cheese",Cream Cheese Frosting,Vanilla Custard,Vegan,Dark,"Marshmallows, Nuts, Caramel Drizzle",Multi-Tier,Fluffy,Extra Sweet,Edible Glitter,Medium,Premium,Nuts,1 Day
Heart,Gluten-Free,1kg,Graduation,"Nuts, Fruits, Mousse, Cream Cheese, Buttercream",Whipped Cream,Caramel,Keto-Friendly,Bright,"Chocolate Chips, Sprinkles, Edible Flowers",Single,Crispy,Low,Piping Art,Small,Luxury,"Dairy, None",Custom
